region;tenure;age;marital;address;income;employ;retire;gender;reside;custcat;churn
3;67;42;1;20;81;20;0;1;5;4;0
2;6;24;0;2;17;1;0;0;1;3;0
1;25;46;0;13;45;12;0;1;1;3;0
2;15;39;0;19;32;2;0;0;1;2;1
3;32;35;0;12;57;5;0;0;1;2;0
2;22;39;0;0;63;9;0;0;1;2;1
2;8;22;0;3;25;0;0;0;1;3;0
1;3;31;1;4;22;1;0;0;2;1;1
2;32;54;0;6;155;20;0;0;1;1;0
1;49;54;0;24;30;5;0;0;1;2;0
2;2;28;0;7;46;0;0;1;1;4;0
1;39;47;0;1;68;10;0;1;2;2;1
1;42;33;0;2;67;5;0;0;2;2;0
1;28;36;0;3;69;2;0;0;1;4;0
2;41;46;1;14;47;11;0;0;5;4;0
3;67;50;1;31;83;12;0;0;2;2;0
1;38;40;0;15;34;11;0;1;1;2;0
2;18;38;0;8;45;2;0;1;4;4;1
2;6;42;1;17;29;2;0;1;2;4;0
2;4;36;0;0;21;1;0;1;3;1;0
1;13;23;1;3;30;0;0;1;4;4;0
1;20;35;0;0;78;7;0;0;1;4;1
1;34;49;1;27;61;15;0;1;2;3;0
1;46;29;1;4;90;3;0;0;4;4;0
1;48;41;0;21;43;7;0;0;1;2;0
3;69;61;1;12;301;37;0;0;2;3;0
1;32;34;1;7;32;15;0;0;4;1;0
1;29;29;0;9;41;9;0;0;2;2;0
3;55;52;0;22;127;28;0;1;3;2;0
3;72;60;1;36;271;43;0;1;2;3;0
3;29;26;0;1;32;2;0;1;1;1;1
2;50;25;1;1;36;2;0;1;5;4;0
3;35;50;1;11;293;21;0;0;2;1;1
3;11;63;0;9;41;3;0;0;1;1;1
1;9;29;0;9;39;5;0;1;1;1;0
2;51;48;0;27;58;18;0;0;1;3;1
1;33;34;1;2;28;3;0;1;3;2;0
1;25;20;0;0;15;0;0;0;2;3;0
3;31;34;0;9;105;7;0;1;4;3;0
2;67;40;1;10;80;8;0;1;2;4;0
3;55;45;0;8;36;9;0;0;3;3;0
3;19;50;0;7;112;3;0;1;1;4;0
1;39;34;1;11;55;10;0;1;4;4;0
2;52;35;1;8;40;1;0;0;2;3;0
3;55;37;1;15;23;0;0;1;5;3;0
2;25;62;0;27;28;33;1;1;1;4;1
3;33;58;0;12;21;23;1;1;1;1;0
2;48;35;0;5;63;12;0;0;2;3;1
2;48;31;1;12;52;3;0;0;3;4;0
2;49;57;0;3;189;31;0;1;3;1;0
3;54;32;1;0;50;15;0;0;3;3;1
1;45;32;1;9;23;15;0;0;4;1;0
3;4;37;1;1;33;15;0;1;5;1;1
3;49;27;1;3;29;6;0;1;3;2;1
2;23;35;0;2;96;4;0;0;1;4;1
2;31;44;0;23;80;15;0;0;1;2;1
2;55;44;1;2;68;15;0;0;5;3;0
1;9;28;0;7;30;4;0;1;6;1;0
2;55;57;1;25;34;12;0;0;3;1;0
1;34;30;0;3;35;2;0;1;3;3;0
1;10;23;0;4;36;1;0;0;3;3;0
2;62;76;0;20;35;18;1;1;1;2;0
2;51;36;0;13;62;9;0;0;2;4;0
1;65;48;0;28;94;25;0;0;1;2;0
3;53;33;0;1;60;6;0;0;2;4;0
1;23;35;0;4;118;11;0;0;1;1;1
3;1;30;0;3;135;3;0;0;3;1;1
3;66;55;0;20;80;24;0;1;1;3;0
3;8;27;1;0;21;3;0;1;2;2;0
3;18;28;1;3;22;2;0;1;5;1;0
3;36;32;1;3;63;7;0;0;4;2;0
1;13;40;0;16;142;18;0;1;1;1;1
3;4;44;0;15;32;0;0;1;1;3;1
3;20;32;0;10;19;5;0;0;1;2;0
1;66;39;1;12;60;10;0;0;3;4;0
3;67;47;1;7;97;23;0;0;4;3;0
1;11;24;1;0;31;3;0;1;4;4;1
1;6;26;0;7;30;1;0;1;2;1;1
2;13;23;1;4;31;5;0;1;4;1;0
2;2;29;1;3;44;9;0;1;6;4;1
1;4;40;0;12;38;5;0;0;1;1;0
1;34;63;1;10;23;0;0;1;2;4;0
1;13;34;1;6;37;6;0;0;4;3;0
2;37;40;1;14;26;0;0;0;5;2;0
1;45;30;1;8;38;5;0;0;6;3;0
2;71;70;0;30;153;34;1;1;1;3;0
1;35;40;0;5;49;20;0;1;1;1;0
3;44;41;0;21;51;7;0;0;1;1;0
3;44;45;1;19;88;21;0;0;2;3;0
1;26;41;1;20;19;0;0;1;6;1;0
2;42;46;1;9;31;12;0;1;3;1;0
2;41;47;1;6;90;19;0;0;3;1;1
1;31;24;1;3;14;0;0;0;4;1;0
3;62;63;0;43;341;30;0;0;1;3;1
1;12;23;1;2;24;0;0;1;8;4;0
2;45;49;1;27;81;7;0;1;4;3;0
1;47;34;1;4;63;13;0;1;4;1;0
2;23;22;1;1;27;4;0;0;5;3;0
3;39;34;0;4;20;3;0;1;1;4;0
2;19;26;0;2;48;0;0;0;2;3;0
1;13;54;0;12;121;23;0;0;1;3;0
2;5;33;0;6;39;4;0;0;3;4;1
2;11;19;0;0;21;0;0;0;1;1;1
3;4;32;0;2;53;5;0;0;1;1;1
3;17;42;0;8;58;23;0;0;1;2;1
2;7;27;0;3;39;2;0;0;1;1;1
1;19;65;0;3;108;33;0;0;3;3;0
2;32;34;1;0;38;10;0;0;4;2;0
2;53;51;0;31;245;0;0;0;1;2;0
1;51;38;0;19;51;18;0;1;1;3;0
1;35;34;0;7;78;10;0;1;1;1;0
1;3;31;1;4;23;4;0;0;5;4;1
1;22;48;0;7;88;12;0;0;1;1;1
3;17;21;1;0;25;1;0;1;3;3;0
2;68;39;0;20;73;16;0;1;1;2;0
2;27;41;1;7;62;15;0;1;2;3;0
3;68;52;1;8;456;30;0;1;4;3;0
3;56;42;1;10;24;5;0;0;2;3;0
3;11;32;0;8;23;0;0;1;1;1;0
3;5;47;0;7;46;6;0;1;1;1;1
3;16;50;0;5;263;29;0;1;3;3;0
2;59;30;0;2;34;2;0;1;1;2;0
1;60;64;0;14;33;13;1;0;1;4;0
3;55;47;0;11;37;11;0;0;1;3;0
1;18;56;0;22;296;25;0;0;1;1;0
2;16;22;0;0;26;0;0;1;3;2;1
1;35;57;1;32;47;12;0;0;2;2;0
3;31;23;1;1;31;1;0;1;2;4;1
2;20;49;1;5;264;29;0;1;2;1;0
2;16;27;0;5;41;2;0;1;1;4;1
2;69;48;1;27;55;4;0;0;2;3;0
3;69;66;1;31;49;15;0;0;2;1;0
2;27;24;1;3;26;7;0;1;4;1;1
3;48;39;0;20;110;9;0;0;1;3;0
1;18;52;1;20;66;19;0;1;2;1;0
2;24;40;1;4;39;5;0;1;2;3;0
2;17;42;0;6;31;2;0;0;1;4;1
2;9;24;1;3;26;1;0;1;3;1;0
2;15;46;0;5;232;15;0;1;2;4;1
1;62;37;1;10;43;1;0;1;3;2;0
1;9;41;0;12;39;3;0;0;1;1;1
2;71;41;1;10;73;23;0;1;2;3;0
2;62;59;1;37;74;20;0;0;2;3;0
2;20;38;0;19;237;13;0;0;1;4;0
1;19;33;1;11;22;3;0;0;5;3;0
2;49;61;1;28;21;8;0;0;2;3;0
3;3;64;0;3;9;6;1;0;1;1;1
1;33;36;0;2;41;10;0;0;1;1;1
2;38;44;0;1;50;7;0;1;1;2;1
3;42;48;1;14;27;5;0;1;3;4;0
1;11;26;0;2;53;3;0;0;1;4;1
3;27;28;1;0;58;0;0;0;2;3;0
3;23;50;0;1;151;8;0;1;1;1;0
2;4;38;1;13;54;4;0;0;2;3;0
3;36;42;0;5;31;4;0;1;1;1;1
2;37;42;0;10;115;22;0;1;1;3;0
3;24;58;1;30;24;5;0;0;2;1;0
3;4;24;0;1;17;2;0;0;3;1;1
3;54;33;0;5;47;13;0;1;2;3;0
3;7;49;0;8;36;0;0;1;1;3;1
1;10;28;0;9;75;1;0;0;1;4;1
3;24;35;1;10;41;6;0;1;2;2;0
3;12;31;0;8;18;4;0;0;1;1;1
2;45;54;0;25;171;33;0;1;1;3;0
3;59;55;1;29;42;21;0;1;2;2;0
1;3;21;1;1;36;0;0;1;4;1;0
3;8;35;0;6;31;7;0;0;1;4;1
1;16;59;0;5;207;37;0;1;2;4;0
3;32;33;0;1;38;12;0;1;1;1;0
1;8;49;0;14;134;9;0;1;1;4;1
1;9;28;1;8;28;4;0;0;3;2;1
2;12;19;1;0;15;0;0;1;4;2;0
2;24;43;1;15;48;4;0;0;6;4;0
3;72;75;0;48;14;6;1;1;1;2;0
3;58;61;0;42;101;18;0;1;1;2;0
1;70;44;1;24;87;18;0;0;3;3;0
3;9;25;0;3;27;4;0;1;1;1;1
1;49;25;0;1;27;0;0;1;1;2;0
3;52;54;0;7;59;22;0;0;1;3;0
1;10;42;1;10;294;9;0;1;6;4;1
1;14;52;1;2;44;5;0;0;2;3;0
1;19;27;1;3;35;4;0;0;6;4;0
3;12;36;1;4;205;10;0;1;4;2;1
1;65;59;0;27;732;31;0;1;1;2;0
1;67;40;1;14;59;11;0;0;2;3;0
2;29;24;1;3;23;7;0;0;2;3;0
3;55;46;0;8;87;19;0;1;1;1;0
3;71;67;1;25;110;23;0;1;2;3;0
3;5;44;1;2;83;14;0;1;3;3;1
3;60;58;0;0;63;21;0;1;3;2;0
2;10;40;0;6;22;6;0;1;1;1;1
3;52;64;0;44;43;7;0;0;1;4;0
2;61;43;1;22;35;11;0;0;3;2;0
1;61;29;1;5;48;11;0;0;4;2;0
2;67;47;1;19;69;12;0;0;3;3;0
3;41;42;1;12;26;5;0;0;4;2;0
1;30;28;0;1;20;8;0;1;1;1;1
1;24;46;0;12;43;6;0;0;1;4;0
1;72;75;0;37;33;44;1;1;1;2;0
2;17;35;0;7;66;11;0;0;1;4;1
2;65;72;0;46;12;0;1;0;1;3;0
1;15;30;1;8;90;11;0;0;5;4;0
1;34;33;0;8;35;2;0;1;1;2;1
1;26;43;0;23;51;4;0;1;1;2;1
2;36;45;0;22;117;15;0;1;1;2;0
1;60;48;0;29;100;26;0;1;1;3;0
1;16;54;0;20;147;29;0;0;4;3;0
2;1;33;0;5;53;6;0;1;1;1;1
3;56;30;1;9;57;2;0;0;4;2;0
2;6;50;0;5;37;0;0;0;1;2;0
2;48;34;0;7;42;2;0;1;1;2;0
2;34;36;1;17;50;4;0;0;2;3;0
2;54;42;1;0;55;2;0;0;5;4;1
3;38;31;1;2;42;7;0;1;4;4;0
2;25;55;0;15;37;7;0;1;1;1;1
1;47;69;1;17;228;39;0;1;4;4;1
1;72;62;1;35;163;31;0;0;2;4;0
2;6;35;1;6;28;3;0;1;3;4;0
1;30;51;1;9;118;21;0;1;2;1;0
1;65;70;1;9;115;39;1;1;2;4;0
1;22;44;1;19;37;1;0;0;2;3;0
1;60;53;0;32;93;28;0;0;1;3;0
2;19;32;0;12;71;5;0;1;1;4;1
3;18;25;0;4;26;7;0;1;3;1;0
1;9;37;1;10;14;5;0;1;6;1;1
1;1;34;1;6;18;0;0;1;2;1;1
3;10;28;1;2;36;0;0;1;3;4;0
3;45;34;1;14;43;0;0;0;4;2;1
1;25;28;1;6;41;4;0;1;4;3;1
3;66;39;0;1;66;15;0;1;1;2;0
1;27;67;0;1;33;19;1;1;1;3;1
1;19;41;0;5;53;6;0;0;1;1;0
2;17;41;1;9;28;3;0;0;6;1;0
2;16;36;0;13;58;4;0;0;1;1;0
1;8;42;1;2;129;17;0;1;3;1;0
1;3;25;0;0;65;0;0;1;1;4;1
3;59;57;0;26;311;36;0;1;1;1;0
2;45;37;0;2;57;14;0;1;1;2;0
1;66;62;0;31;47;4;0;1;1;2;0
3;28;50;1;7;25;3;0;0;2;1;0
1;15;38;1;11;46;11;0;0;3;1;1
3;39;34;1;10;51;13;0;1;4;4;0
3;38;33;0;4;19;5;0;1;2;3;0
3;34;29;0;5;26;4;0;1;2;2;0
3;60;57;1;18;72;30;1;0;2;4;0
3;72;65;1;33;71;41;1;1;4;3;0
1;42;42;1;9;41;13;0;0;8;3;0
3;32;37;0;9;44;7;0;0;1;1;0
3;48;50;1;4;208;19;0;1;2;4;1
3;63;37;1;1;45;9;0;1;6;2;0
3;45;27;1;3;39;2;0;0;4;2;0
2;68;42;0;16;89;12;0;0;1;2;0
1;6;29;1;4;19;5;0;1;2;1;0
1;68;57;1;33;15;0;0;1;2;4;1
3;72;68;1;26;59;36;1;1;2;4;0
3;53;38;1;15;20;6;0;1;4;2;0
3;20;51;1;11;27;6;0;0;3;3;0
2;70;35;1;4;48;9;0;0;3;2;0
3;32;47;0;25;135;6;0;1;1;1;0
2;61;52;1;23;19;0;0;0;2;3;1
1;24;25;1;3;28;0;0;0;3;2;0
2;56;61;1;14;12;16;1;1;2;1;0
3;54;59;0;28;28;15;0;0;1;2;0
3;43;38;1;7;18;8;0;1;3;4;0
1;19;35;0;7;58;5;0;1;1;4;1
3;5;43;0;16;72;17;0;1;1;3;0
1;24;61;1;6;112;3;0;1;4;1;1
3;62;35;1;2;28;8;0;1;2;2;0
2;14;40;0;13;398;11;0;1;1;4;1
3;60;48;1;22;106;21;0;1;3;4;0
2;30;74;1;12;10;3;1;1;2;3;0
1;40;42;1;16;108;17;0;0;4;2;1
2;42;50;1;17;85;15;0;1;4;1;0
1;20;34;0;14;51;9;0;1;1;2;1
1;4;22;1;1;22;2;0;1;3;3;0
2;44;49;1;2;66;8;0;1;4;4;0
3;49;63;0;18;10;2;1;0;1;3;0
3;5;36;1;2;34;4;0;1;2;3;1
3;70;50;1;29;67;22;0;0;4;2;0
1;30;57;1;16;19;1;0;0;4;1;1
2;28;48;0;20;128;4;0;1;1;4;1
1;5;28;1;3;39;1;0;0;6;4;0
2;27;35;0;12;56;3;0;1;1;4;0
2;17;39;0;12;45;10;0;1;1;1;1
1;4;37;1;8;25;1;0;1;5;1;0
1;30;23;1;0;24;1;0;1;4;3;0
3;71;40;1;19;53;14;0;1;2;4;0
3;67;77;0;55;49;45;1;1;1;1;0
3;24;48;1;3;38;16;0;1;2;1;0
1;24;54;1;7;84;10;0;1;2;1;1
2;59;54;0;32;126;22;0;1;1;3;0
3;59;32;0;9;73;5;0;0;1;2;1
3;44;37;1;1;41;8;0;1;6;2;0
1;19;31;1;0;22;2;0;0;3;2;1
2;58;46;1;23;23;2;0;1;2;1;0
1;41;53;1;22;94;25;0;0;2;2;0
2;16;33;0;1;30;7;0;0;4;3;1
3;13;36;0;11;31;0;0;0;1;1;1
1;60;53;0;22;171;37;0;1;1;3;0
2;72;49;1;23;102;27;0;1;6;2;0
2;33;39;0;17;27;3;0;1;1;4;0
2;72;45;1;25;98;20;0;1;2;4;0
1;66;54;1;8;591;25;0;1;2;4;0
3;53;37;1;7;25;2;0;1;6;3;0
2;22;28;1;0;36;0;0;0;4;4;0
2;14;26;1;1;25;0;0;1;3;3;0
1;52;49;0;18;69;13;0;1;2;3;0
3;33;30;1;5;22;0;0;0;2;3;0
3;72;66;0;26;67;37;1;1;1;3;0
1;40;40;1;3;73;12;0;1;4;3;1
2;29;26;0;1;22;2;0;1;1;4;1
3;63;67;0;22;9;12;1;0;1;3;0
2;56;54;0;25;147;31;0;1;1;2;0
3;60;50;1;26;239;19;0;1;2;4;0
3;28;22;1;3;23;1;0;0;5;1;0
2;39;39;0;19;29;6;0;0;1;2;0
3;65;39;1;18;32;15;0;0;4;3;0
3;29;31;0;7;30;7;0;1;1;3;0
3;28;36;0;8;57;13;0;1;2;3;0
1;2;18;0;0;20;0;0;0;1;3;1
3;67;52;0;13;248;20;0;1;3;3;0
3;5;35;1;9;59;8;0;1;5;4;0
3;48;35;0;10;24;6;0;0;1;3;0
2;10;26;1;4;25;4;0;1;3;1;0
2;17;28;0;3;37;2;0;1;1;3;1
1;21;24;1;0;30;0;0;1;5;4;0
2;25;51;0;9;66;13;0;0;2;4;0
3;44;31;0;8;16;3;0;0;1;1;1
2;59;49;0;28;429;23;0;1;2;4;1
2;11;26;0;7;20;4;0;0;1;1;0
2;50;68;1;32;262;28;0;0;2;3;0
3;23;25;1;2;28;1;0;1;5;2;0
1;17;19;0;0;18;0;0;1;2;2;1
1;15;62;1;3;144;21;0;0;2;3;0
2;68;57;1;38;33;9;0;1;2;2;0
1;69;42;1;23;19;0;0;1;2;1;0
1;30;24;1;3;30;7;0;1;5;1;1
3;22;30;0;8;41;8;0;0;1;3;0
2;10;20;1;1;20;0;0;1;4;1;1
1;72;59;1;12;65;21;0;1;6;2;0
2;34;24;1;5;17;0;0;1;2;3;0
2;43;49;1;18;66;22;0;0;4;3;0
3;31;37;1;15;18;5;0;0;3;4;0
2;6;27;1;5;26;2;0;0;5;1;1
2;48;42;0;21;46;4;0;0;1;3;0
2;50;25;0;6;19;5;0;0;3;1;0
3;20;41;1;19;58;6;0;1;2;2;0
3;61;73;0;10;25;21;1;0;1;1;0
2;6;21;0;0;15;1;0;1;1;1;0
2;1;22;0;2;35;2;0;0;1;1;1
1;21;43;0;13;41;1;0;1;1;4;1
3;7;32;0;1;71;3;0;0;2;4;0
3;65;56;1;19;608;34;0;1;2;4;0
1;64;37;0;10;44;9;0;1;1;2;0
3;4;30;0;0;41;0;0;0;2;3;1
1;67;45;1;22;83;11;0;1;2;2;0
2;22;35;0;12;28;3;0;0;2;2;1
3;51;37;1;17;101;10;0;1;2;3;0
1;50;28;0;6;28;10;0;1;1;3;0
1;31;47;1;18;35;0;0;0;2;1;0
3;4;28;0;0;39;3;0;1;1;3;1
3;60;56;0;19;51;11;0;0;1;4;0
3;7;31;1;12;31;7;0;1;6;1;1
3;20;40;0;2;209;15;0;1;1;2;0
2;19;23;1;4;37;1;0;1;4;3;1
3;58;37;1;5;64;8;0;1;2;4;1
3;65;64;0;20;88;26;0;1;1;4;1
3;72;61;1;34;61;8;0;0;3;2;0
3;8;42;0;3;66;10;0;0;1;4;0
2;33;40;1;14;19;5;0;0;2;1;0
3;18;34;1;4;42;14;0;1;5;4;0
2;24;31;1;6;41;13;0;0;5;3;0
3;70;36;0;8;50;15;0;1;1;2;0
1;7;38;0;4;70;4;0;0;1;4;1
3;70;59;0;27;85;19;0;1;1;3;0
2;20;48;1;21;45;2;0;1;2;3;1
3;54;32;1;12;27;9;0;0;2;2;0
3;36;48;0;28;29;2;0;0;1;1;0
3;71;53;1;29;48;0;0;1;2;3;0
1;17;41;0;4;32;3;0;0;1;3;0
1;18;45;1;17;43;9;0;0;3;3;0
1;16;27;0;8;16;0;0;1;1;4;1
3;38;30;1;6;22;3;0;1;2;2;0
1;52;45;1;19;40;9;0;1;3;4;0
1;46;48;1;12;256;25;0;0;6;4;0
2;31;46;0;23;144;13;0;0;1;3;0
2;23;31;0;10;45;0;0;0;2;2;0
2;38;56;1;34;34;0;0;1;3;3;0
2;50;54;0;15;248;28;0;1;1;3;0
2;16;49;0;17;41;5;0;0;1;4;0
2;14;34;1;4;27;1;0;1;2;4;0
2;30;52;0;23;17;3;0;1;1;2;1
3;22;47;1;0;44;11;0;1;3;4;1
1;38;55;1;12;135;24;0;0;4;4;0
3;59;26;1;3;41;1;0;1;3;2;1
2;54;55;0;1;587;33;0;0;1;3;0
3;9;40;0;13;38;7;0;1;1;4;1
1;67;67;1;38;49;10;0;1;2;2;0
2;24;44;0;19;33;0;0;1;2;1;0
2;12;55;1;13;36;5;0;1;2;2;1
1;26;47;0;13;54;0;0;0;1;2;0
2;3;32;0;4;58;11;0;0;4;4;1
2;20;46;0;2;23;4;0;1;2;4;0
3;5;52;1;0;97;9;0;0;2;4;1
3;58;53;0;19;207;12;0;1;1;4;1
1;54;28;1;2;21;3;0;0;4;1;0
2;52;39;0;6;119;18;0;1;1;1;0
2;38;30;1;10;25;5;0;1;4;1;0
2;19;46;0;5;59;17;0;0;1;1;0
2;22;33;1;2;24;3;0;0;4;1;0
1;49;35;1;15;113;4;0;0;5;2;0
3;5;39;0;0;22;0;0;1;2;3;0
2;18;69;0;28;11;17;1;0;1;1;0
3;43;29;0;4;33;13;0;1;4;3;0
3;17;50;0;2;205;19;0;0;1;4;1
2;37;33;0;4;41;8;0;1;3;2;1
2;8;39;0;0;39;7;0;1;1;1;0
2;51;46;1;8;107;21;0;1;6;3;0
1;71;55;1;11;198;31;0;1;3;3;0
1;56;53;1;23;100;14;0;1;2;2;0
3;70;68;0;21;1131;45;0;0;1;3;0
1;62;53;0;14;360;26;0;1;2;3;0
1;50;52;1;22;162;27;0;1;2;4;0
3;1;31;0;3;29;2;0;1;3;1;1
3;15;26;0;1;38;1;0;0;2;4;1
3;72;55;1;24;82;25;0;1;2;2;0
2;69;47;1;10;159;24;0;0;4;3;1
2;32;44;0;10;201;24;0;0;1;3;0
1;19;25;1;6;27;0;0;1;2;3;1
2;42;54;0;19;57;10;0;1;1;4;0
3;51;49;0;29;45;16;0;0;1;1;0
2;32;22;1;2;17;2;0;1;4;3;1
3;26;55;1;13;61;26;0;0;2;3;0
2;39;44;1;14;418;18;0;0;2;4;0
2;72;53;0;12;152;32;0;1;1;4;0
2;4;39;0;11;38;1;0;0;2;4;1
2;54;50;1;5;151;20;0;0;3;3;0
1;34;40;1;21;23;9;0;1;3;4;0
1;20;25;1;4;33;0;0;1;3;1;0
3;14;49;0;4;26;8;0;0;1;1;0
1;61;59;0;26;89;40;1;1;1;3;0
2;4;24;0;2;25;0;0;0;1;1;1
3;16;48;0;25;59;13;0;0;2;3;1
1;13;41;0;9;55;12;0;1;3;1;0
2;53;37;1;18;25;6;0;1;2;2;1
2;58;36;1;13;39;8;0;1;7;4;1
2;25;38;1;19;56;19;0;1;2;3;0
1;71;61;1;19;155;30;0;0;2;3;0
1;22;33;1;13;119;0;0;1;4;4;1
1;46;48;1;15;64;20;0;0;2;3;0
3;66;50;1;2;333;24;0;0;2;2;0
1;69;58;1;29;26;7;0;1;3;4;0
2;38;49;1;3;33;11;0;0;4;2;0
3;16;35;0;7;46;3;0;0;1;1;0
3;44;39;1;8;41;8;0;0;4;4;0
1;50;50;0;24;31;8;0;0;1;3;0
3;10;23;0;1;29;0;0;1;1;4;0
2;7;41;0;6;94;16;0;0;1;4;0
3;71;48;0;25;288;19;0;0;1;1;0
3;16;39;1;5;31;4;0;1;5;1;0
3;6;20;0;0;25;0;0;1;2;3;0
2;46;55;0;24;269;35;0;0;1;3;0
3;51;49;1;13;203;27;0;0;4;3;0
3;5;34;0;12;22;2;0;0;2;1;1
2;49;54;1;23;25;1;0;1;4;1;0
3;49;51;1;14;222;16;0;0;2;2;0
1;26;30;1;4;76;7;0;0;2;1;0
3;22;39;0;4;55;17;0;1;1;4;1
3;51;45;1;4;46;6;0;0;2;4;0
1;19;27;1;7;56;1;0;0;4;4;1
1;9;36;0;1;79;11;0;1;5;3;1
3;15;25;1;0;51;2;0;1;2;1;0
2;57;63;0;19;61;27;0;0;1;3;0
3;48;45;0;15;41;10;0;1;2;1;0
2;9;53;1;20;50;13;0;1;2;1;1
1;61;52;0;21;82;18;0;0;1;3;0
3;72;53;0;34;108;23;0;0;1;3;0
3;57;60;0;20;14;27;1;1;1;3;0
2;57;51;0;10;46;13;0;0;1;2;0
1;37;60;1;0;46;20;0;0;3;3;0
3;45;51;0;13;146;16;0;0;2;1;0
3;45;39;1;15;36;11;0;1;5;1;0
2;55;44;0;24;83;23;0;1;1;3;0
2;24;27;0;2;17;3;0;0;5;2;1
3;1;20;0;1;18;0;0;0;1;1;1
2;34;23;1;3;24;7;0;1;4;3;0
3;14;37;1;5;48;1;0;1;4;1;0
3;6;32;0;10;47;10;0;0;1;3;0
3;24;30;0;0;25;5;0;0;2;4;1
2;3;26;1;6;59;0;0;1;3;4;1
1;4;30;0;1;45;6;0;0;3;4;1
1;72;40;1;19;163;15;0;0;2;2;0
1;44;56;0;4;63;6;0;1;1;3;1
1;50;43;0;6;27;4;0;0;1;3;0
2;61;50;1;16;190;22;0;1;2;2;0
1;34;52;1;2;106;19;0;0;2;3;0
3;26;54;1;30;26;1;0;1;2;4;1
1;15;46;1;17;63;1;0;0;2;4;1
3;10;39;0;0;27;0;0;1;3;1;0
1;7;34;0;2;22;5;0;1;1;1;0
3;67;59;0;40;944;33;0;1;1;4;0
3;70;49;0;18;87;22;0;1;1;3;0
3;50;36;1;7;39;3;0;1;3;2;1
